timestamp,eventname,sourceip,sourcelocation,sourcecity,sourcecountry,destinationip,destinationlocation,destinationcity,destinationcountry,destinationport,destinationservice,volume,severity,category,detectionsource,blocked
2025-11-23T11:23:14.509Z,"DDoS Bot Command Detected",100.124.140.224,"30.0444,31.2357","Cairo","Egypt",200.200.5.3,"-31.9505,115.8605","Perth","Australia",1521,Oracle,60,medium,"Botnet Activity",SIEM,true
2025-11-24T01:24:16.757Z,"Network Reconnaissance",28.204.117.51,"32.0853,34.7818","Tel Aviv","Israel",200.200.1.1,"-34.9285,138.6007","Adelaide","Australia",3306,MySQL,46,low,"Scanning Activity",Email Gateway,false
2025-11-28T18:06:14.028Z,"CEO Fraud Email",41.83.193.209,"35.6762,139.6503","Tokyo","Japan",joseph.robinson@company.com,"-42.8821,147.3272","Hobart","Australia",993,IMAPS,22,low,"Phishing Emails",Antivirus,true
2025-11-25T16:39:15.966Z,"Port Scan Detected",84.234.233.95,"1.3521,103.8198","Singapore","Singapore",200.200.4.4,"-27.4698,153.0251","Brisbane","Australia",110,POP3,70,low,"Scanning Activity",Email Gateway,true
2025-11-22T21:10:06.426Z,"Network Reconnaissance",61.26.164.6,"47.6062,-122.3321","Seattle","USA",200.200.8.4,"-12.4634,130.8456","Darwin","Australia",995,POP3S,12,medium,"Scanning Activity",Web Gateway,true
2025-11-26T03:03:21.675Z,"Backdoor Malware Quarantined",157.194.203.253,"35.6892,51.389","Tehran","Iran",200.200.8.4,"-12.4634,130.8456","Darwin","Australia",110,POP3,40,medium,"Antivirus Malware",Firewall,true
2025-11-26T04:32:24.481Z,"Bot Infection Attempt",32.11.42.169,"32.0853,34.7818","Tel Aviv","Israel",200.200.4.3,"-27.4698,153.0251","Brisbane","Australia",993,IMAPS,51,medium,"Botnet Activity",Firewall,true
2025-11-23T10:55:24.060Z,"Service Enumeration Attempt",72.43.130.254,"30.5728,104.0668","Chengdu","China",200.200.2.2,"-33.8688,151.2093","Sydney","Australia",6379,Redis,60,low,"Scanning Activity",Email Gateway,false
2025-11-23T08:32:12.322Z,"SQL Injection Attempt",12.136.58.90,"13.7563,100.5018","Bangkok","Thailand",200.200.2.3,"-33.8688,151.2093","Sydney","Australia",993,IMAPS,90,medium,"Infiltration Attempts",IDS,false
2025-11-23T12:56:32.424Z,"XSS Attack Detected",16.68.240.131,"35.1796,129.0756","Busan","South Korea",200.200.8.3,"-12.4634,130.8456","Darwin","Australia",995,POP3S,37,medium,"Web Gateway Threats",Firewall,true
2025-11-24T00:11:04.512Z,"Mirai Botnet Traffic",139.169.231.201,"50.1109,8.6821","Frankfurt","Germany",200.200.8.5,"-12.4634,130.8456","Darwin","Australia",1521,Oracle,49,medium,"Botnet Activity",Antivirus,true
2025-11-23T22:41:31.297Z,"Ransomware Download Blocked",14.22.10.35,"12.9716,77.5946","Bangalore","India",200.200.1.3,"-34.9285,138.6007","Adelaide","Australia",110,POP3,49,low,"Antivirus Malware",IDS,true
2025-11-28T04:12:17.834Z,"Generic BOT Net Activity",176.170.180.135,"23.1291,113.2644","Guangzhou","China",200.200.6.3,"-35.2809,149.13","Canberra","Australia",53,DNS,26,medium,"Botnet Activity",EDR,true
2025-11-22T07:57:08.441Z,"Bot Infection Attempt",235.50.160.116,"32.6546,51.668","Isfahan","Iran",200.200.1.3,"-34.9285,138.6007","Adelaide","Australia",5432,PostgreSQL,29,medium,"Botnet Activity",EDR,true
2025-11-23T21:51:26.956Z,"SQL Injection Attempt",169.128.233.62,"3.139,101.6869","Kuala Lumpur","Malaysia",200.200.2.3,"-33.8688,151.2093","Sydney","Australia",5900,VNC,67,medium,"Infiltration Attempts",IDS,true
2025-11-24T13:03:01.912Z,"XSS Attack Detected",200.42.107.216,"35.6762,139.6503","Tokyo","Japan",200.200.4.5,"-27.4698,153.0251","Brisbane","Australia",1433,MSSQL,68,medium,"Web Gateway Threats",Antivirus,true
2025-11-22T20:11:43.421Z,"CEO Fraud Email",247.203.39.11,"4.711,-74.0721","Bogota","Colombia",sarah.jones@company.com,"-37.8136,144.9631","Melbourne","Australia",993,IMAPS,82,medium,"Phishing Emails",Web Gateway,true
2025-11-25T17:48:10.290Z,"Drive-by Download Prevented",235.91.68.217,"33.5731,-7.5898","Casablanca","Morocco",200.200.5.4,"-31.9505,115.8605","Perth","Australia",1521,Oracle,66,medium,"Web Gateway Threats",Antivirus,true
2025-11-28T15:47:33.900Z,"Malicious URL Blocked",170.189.143.42,"39.0392,125.7625","Pyongyang","North Korea",200.200.6.3,"-35.2809,149.13","Canberra","Australia",5900,VNC,56,low,"Web Gateway Threats",IDS,true
2025-11-22T04:36:20.707Z,"Malware Distribution Site Blocked",124.190.33.160,"44.4268,26.1025","Bucharest","Romania",200.200.1.1,"-34.9285,138.6007","Adelaide","Australia",3389,RDP,84,low,"Web Gateway Threats",Firewall,false
2025-11-27T22:50:11.642Z,"Port Scan Detected",171.64.229.148,"49.2827,-123.1207","Vancouver","Canada",200.200.7.5,"-42.8821,147.3272","Hobart","Australia",6379,Redis,68,medium,"Scanning Activity",IDS,true
2025-11-25T05:44:52.378Z,"Port Scan Detected",138.224.8.221,"52.52,13.405","Berlin","Germany",200.200.6.1,"-35.2809,149.13","Canberra","Australia",80,HTTP,69,medium,"Scanning Activity",Antivirus,true
2025-11-25T16:53:44.451Z,"Vulnerability Scanning",93.43.175.137,"50.4501,30.5234","Kiev","Ukraine",200.200.3.2,"-37.8136,144.9631","Melbourne","Australia",8443,HTTPS-Alt,23,low,"Scanning Activity",Antivirus,true
2025-11-24T00:31:11.077Z,"Port Scan Detected",178.18.167.110,"28.6139,77.209","New Delhi","India",200.200.7.3,"-42.8821,147.3272","Hobart","Australia",3306,MySQL,37,medium,"Scanning Activity",IDS,true
2025-11-22T14:59:02.870Z,"Credential Harvesting Phish",100.83.200.21,"52.52,13.405","Berlin","Germany",patricia.jackson@company.com,"-37.8136,144.9631","Melbourne","Australia",995,POP3S,26,low,"Phishing Emails",Web Gateway,false
2025-11-23T12:08:09.381Z,"Network Reconnaissance",68.52.248.31,"35.1796,129.0756","Busan","South Korea",200.200.2.5,"-33.8688,151.2093","Sydney","Australia",80,HTTP,37,medium,"Scanning Activity",Firewall,true
2025-11-22T01:15:12.831Z,"Spear Phishing Campaign",42.199.229.225,"52.52,13.405","Berlin","Germany",john.smith@company.com,"-33.8688,151.2093","Sydney","Australia",110,POP3,95,medium,"Phishing Emails",SIEM,true
2025-11-27T00:39:54.660Z,"Phishing Link Click Detected",84.106.117.82,"13.7563,100.5018","Bangkok","Thailand",patricia.jackson@company.com,"-37.8136,144.9631","Melbourne","Australia",995,POP3S,49,critical,"Phishing Emails",Firewall,true
2025-11-22T21:31:38.371Z,"XSS Attack Detected",246.173.242.45,"36.1699,-115.1398","Las Vegas","USA",200.200.6.2,"-35.2809,149.13","Canberra","Australia",3389,RDP,34,medium,"Web Gateway Threats",Antivirus,true
2025-11-27T16:01:29.254Z,"Privilege Escalation Detected",136.237.196.35,"-26.2041,28.0473","Johannesburg","South Africa",200.200.3.1,"-37.8136,144.9631","Melbourne","Australia",27017,MongoDB,85,medium,"Infiltration Attempts",Firewall,true
2025-11-22T21:02:50.800Z,"Drive-by Download Prevented",73.125.171.148,"22.3193,114.1694","Hong Kong","China",200.200.7.5,"-42.8821,147.3272","Hobart","Australia",3306,MySQL,34,low,"Web Gateway Threats",SIEM,true
2025-11-22T23:03:26.825Z,"Command Injection Blocked",102.103.23.184,"-34.6037,-58.3816","Buenos Aires","Argentina",200.200.7.4,"-42.8821,147.3272","Hobart","Australia",5432,PostgreSQL,12,low,"Web Gateway Threats",Firewall,false
2025-11-28T12:40:41.430Z,"Remote Code Execution Try",233.159.4.7,"-34.6037,-58.3816","Buenos Aires","Argentina",200.200.1.1,"-34.9285,138.6007","Adelaide","Australia",80,HTTP,53,medium,"Infiltration Attempts",Email Gateway,true
2025-11-27T05:34:40.197Z,"Command Injection Blocked",86.151.173.135,"50.1109,8.6821","Frankfurt","Germany",200.200.1.5,"-34.9285,138.6007","Adelaide","Australia",8080,HTTP-Proxy,77,medium,"Web Gateway Threats",Email Gateway,true
2025-11-27T00:21:48.570Z,"C2 Server Communication",123.84.47.29,"-23.5505,-46.6333","São Paulo","Brazil",200.200.2.3,"-33.8688,151.2093","Sydney","Australia",8080,HTTP-Proxy,47,medium,"Botnet Activity",Web Gateway,true
2025-11-26T06:22:17.164Z,"Network Reconnaissance",255.108.221.48,"30.5728,104.0668","Chengdu","China",200.200.8.2,"-12.4634,130.8456","Darwin","Australia",8443,HTTPS-Alt,41,medium,"Scanning Activity",Email Gateway,true
2025-11-24T05:35:41.480Z,"Malicious Attachment Email",211.112.201.129,"33.5731,-7.5898","Casablanca","Morocco",linda.harris@company.com,"-31.9505,115.8605","Perth","Australia",25,SMTP,18,medium,"Phishing Emails",Web Gateway,true
2025-11-25T16:21:02.581Z,"Spear Phishing Campaign",246.107.255.47,"29.7604,-95.3698","Houston","USA",robert.thomas@company.com,"-33.8688,151.2093","Sydney","Australia",995,POP3S,78,medium,"Phishing Emails",Splunk,true
2025-11-22T13:14:01.321Z,"Malicious Attachment Email",93.166.55.10,"37.7749,-122.4194","San Francisco","USA",michael.brown@company.com,"-27.4698,153.0251","Brisbane","Australia",995,POP3S,98,low,"Phishing Emails",SIEM,true
2025-11-24T20:00:27.933Z,"Mirai Botnet Traffic",94.66.237.173,"31.2304,121.4737","Shanghai","China",200.200.7.3,"-42.8821,147.3272","Hobart","Australia",443,HTTPS,66,medium,"Botnet Activity",Antivirus,true
2025-11-24T19:08:13.885Z,"Service Enumeration Attempt",86.195.242.193,"4.711,-74.0721","Bogota","Colombia",200.200.4.2,"-27.4698,153.0251","Brisbane","Australia",110,POP3,40,medium,"Scanning Activity",IDS,true
2025-11-22T09:53:12.838Z,"Malicious Attachment Email",15.60.190.243,"39.9042,116.4074","Beijing","China",200.200.4.5,"-27.4698,153.0251","Brisbane","Australia",25,SMTP,37,medium,"Phishing Emails",Email Gateway,true
2025-11-26T13:44:12.884Z,"Credential Harvesting Phish",123.91.36.224,"49.2827,-123.1207","Vancouver","Canada",david.wilson@company.com,"-34.9285,138.6007","Adelaide","Australia",143,IMAP,66,medium,"Phishing Emails",Antivirus,true
2025-11-28T03:15:25.317Z,"Zero-Day Exploit Attempt",24.215.252.230,"55.7558,37.6173","Moscow","Russia",200.200.6.3,"-35.2809,149.13","Canberra","Australia",8443,HTTPS-Alt,32,low,"Infiltration Attempts",SIEM,false
2025-11-22T07:08:25.007Z,"Privilege Escalation Detected",4.100.204.152,"30.0444,31.2357","Cairo","Egypt",200.200.7.2,"-42.8821,147.3272","Hobart","Australia",143,IMAP,36,low,"Infiltration Attempts",Web Gateway,false
2025-11-22T20:23:35.678Z,"Remote Code Execution Try",130.120.168.121,"25.033,121.5654","Taipei","Taiwan",200.200.5.1,"-31.9505,115.8605","Perth","Australia",1433,MSSQL,65,medium,"Infiltration Attempts",Antivirus,true
2025-11-22T04:10:50.728Z,"DDoS Bot Command Detected",120.222.34.180,"44.4268,26.1025","Bucharest","Romania",200.200.6.5,"-35.2809,149.13","Canberra","Australia",143,IMAP,62,medium,"Botnet Activity",Antivirus,true
2025-11-27T21:08:57.950Z,"SQL Injection Attempt",227.25.127.203,"-34.6037,-58.3816","Buenos Aires","Argentina",200.200.3.3,"-37.8136,144.9631","Melbourne","Australia",53,DNS,94,medium,"Infiltration Attempts",Antivirus,true
2025-11-26T05:32:33.136Z,"CEO Fraud Email",147.253.139.29,"48.8566,2.3522","Paris","France",barbara.lewis@company.com,"-35.2809,149.13","Canberra","Australia",993,IMAPS,46,medium,"Phishing Emails",SIEM,true
2025-11-28T03:25:54.173Z,"Drive-by Download Prevented",36.139.144.154,"31.2304,121.4737","Shanghai","China",200.200.7.5,"-42.8821,147.3272","Hobart","Australia",3306,MySQL,36,low,"Web Gateway Threats",Splunk,false
2025-11-23T00:16:55.995Z,"Backdoor Malware Quarantined",165.213.244.104,"25.033,121.5654","Taipei","Taiwan",200.200.2.4,"-33.8688,151.2093","Sydney","Australia",80,HTTP,27,medium,"Antivirus Malware",EDR,true
2025-11-22T02:48:08.466Z,"DDoS Bot Command Detected",212.30.69.131,"30.0444,31.2357","Cairo","Egypt",200.200.4.4,"-27.4698,153.0251","Brisbane","Australia",143,IMAP,97,medium,"Botnet Activity",EDR,true
2025-11-26T00:19:17.943Z,"Remote Code Execution Try",47.125.254.23,"6.5244,3.3792","Lagos","Nigeria",200.200.2.5,"-33.8688,151.2093","Sydney","Australia",110,POP3,49,medium,"Infiltration Attempts",IDS,true
2025-11-26T02:37:13.208Z,"Lateral Movement Blocked",129.255.211.251,"3.139,101.6869","Kuala Lumpur","Malaysia",200.200.2.4,"-33.8688,151.2093","Sydney","Australia",27017,MongoDB,63,medium,"Infiltration Attempts",IDS,true
2025-11-22T23:58:01.122Z,"Port Scan Detected",6.185.137.124,"55.0084,82.9357","Novosibirsk","Russia",200.200.8.3,"-12.4634,130.8456","Darwin","Australia",3306,MySQL,60,medium,"Scanning Activity",Web Gateway,true
2025-11-23T22:42:11.149Z,"Spear Phishing Campaign",236.245.76.96,"37.7749,-122.4194","San Francisco","USA",200.200.2.2,"-33.8688,151.2093","Sydney","Australia",110,POP3,30,medium,"Phishing Emails",Web Gateway,true
2025-11-26T00:55:10.330Z,"Trojan Horse Detected",116.155.74.84,"4.711,-74.0721","Bogota","Colombia",200.200.1.3,"-34.9285,138.6007","Adelaide","Australia",22,SSH,16,medium,"Antivirus Malware",Antivirus,true
2025-11-23T18:00:27.344Z,"Service Enumeration Attempt",135.174.34.49,"50.4501,30.5234","Kiev","Ukraine",200.200.8.1,"-12.4634,130.8456","Darwin","Australia",6379,Redis,18,medium,"Scanning Activity",Web Gateway,true
2025-11-27T08:37:35.638Z,"Vulnerability Scanning",169.27.170.60,"50.1109,8.6821","Frankfurt","Germany",200.200.5.1,"-31.9505,115.8605","Perth","Australia",3306,MySQL,39,medium,"Scanning Activity",Firewall,true
2025-11-25T21:55:05.490Z,"Generic BOT Net Activity",50.224.176.172,"43.6532,-79.3832","Toronto","Canada",200.200.6.2,"-35.2809,149.13","Canberra","Australia",27017,MongoDB,39,medium,"Botnet Activity",Splunk,true
2025-11-26T05:15:24.374Z,"CEO Fraud Email",104.92.153.9,"22.3193,114.1694","Hong Kong","China",robert.thomas@company.com,"-33.8688,151.2093","Sydney","Australia",110,POP3,81,low,"Phishing Emails",Email Gateway,true
2025-11-24T01:01:46.188Z,"Banner Grabbing Activity",126.167.28.10,"25.033,121.5654","Taipei","Taiwan",200.200.2.4,"-33.8688,151.2093","Sydney","Australia",8443,HTTPS-Alt,29,medium,"Scanning Activity",Web Gateway,true
2025-11-26T13:41:03.699Z,"Banner Grabbing Activity",46.119.250.9,"40.7128,-74.006","New York","USA",200.200.4.2,"-27.4698,153.0251","Brisbane","Australia",110,POP3,54,medium,"Scanning Activity",Firewall,true
2025-11-27T13:28:33.999Z,"Mirai Botnet Traffic",52.88.210.132,"25.7617,-80.1918","Miami","USA",200.200.8.5,"-12.4634,130.8456","Darwin","Australia",5900,VNC,65,medium,"Botnet Activity",EDR,false
2025-11-24T11:05:14.414Z,"Banner Grabbing Activity",90.250.215.241,"32.6546,51.668","Isfahan","Iran",200.200.8.3,"-12.4634,130.8456","Darwin","Australia",110,POP3,96,medium,"Scanning Activity",EDR,true
2025-11-28T16:55:15.978Z,"Credential Harvesting Phish",21.120.57.19,"14.5995,120.9842","Manila","Philippines",jennifer.martin@company.com,"-12.4634,130.8456","Darwin","Australia",25,SMTP,46,medium,"Phishing Emails",SIEM,true
2025-11-26T17:48:52.923Z,"Vulnerability Scanning",99.197.111.225,"34.6937,135.5023","Osaka","Japan",200.200.6.5,"-35.2809,149.13","Canberra","Australia",5900,VNC,89,low,"Scanning Activity",Firewall,true
2025-11-25T06:41:55.246Z,"Apache RCE Vulnerability Exploit",51.167.9.103,"50.4501,30.5234","Kiev","Ukraine",200.200.1.2,"-34.9285,138.6007","Adelaide","Australia",1433,MSSQL,61,medium,"Infiltration Attempts",Antivirus,true
2025-11-28T09:49:00.930Z,"C2 Server Communication",151.193.213.174,"53.4808,-2.2426","Manchester","UK",200.200.8.2,"-12.4634,130.8456","Darwin","Australia",5900,VNC,76,medium,"Botnet Activity",IDS,true
2025-11-22T17:26:15.858Z,"Bot Infection Attempt",38.221.207.156,"47.6062,-122.3321","Seattle","USA",200.200.5.4,"-31.9505,115.8605","Perth","Australia",23,Telnet,56,medium,"Botnet Activity",Splunk,true
2025-11-25T14:17:23.481Z,"Credential Harvesting Phish",207.13.233.25,"25.033,121.5654","Taipei","Taiwan",barbara.lewis@company.com,"-35.2809,149.13","Canberra","Australia",995,POP3S,58,medium,"Phishing Emails",SIEM,true
2025-11-25T20:55:43.801Z,"C2 Server Communication",53.60.127.86,"36.1699,-115.1398","Las Vegas","USA",200.200.5.4,"-31.9505,115.8605","Perth","Australia",443,HTTPS,17,medium,"Botnet Activity",Firewall,true
2025-11-25T04:29:17.455Z,"Spear Phishing Campaign",58.57.227.193,"40.7128,-74.006","New York","USA",sarah.lopez@company.com,"-31.9505,115.8605","Perth","Australia",143,IMAP,33,low,"Phishing Emails",Email Gateway,true
2025-11-26T19:39:30.623Z,"C2 Server Communication",17.244.219.210,"52.52,13.405","Berlin","Germany",200.200.1.3,"-34.9285,138.6007","Adelaide","Australia",8443,HTTPS-Alt,82,medium,"Botnet Activity",Firewall,true
2025-11-28T07:11:34.185Z,"Zero-Day Exploit Attempt",88.227.35.65,"3.139,101.6869","Kuala Lumpur","Malaysia",200.200.5.3,"-31.9505,115.8605","Perth","Australia",22,SSH,84,medium,"Infiltration Attempts",SIEM,true
2025-11-28T23:36:16.173Z,"Vulnerability Scanning",155.130.135.28,"51.5074,-0.1278","London","UK",200.200.8.3,"-12.4634,130.8456","Darwin","Australia",6379,Redis,60,medium,"Scanning Activity",Splunk,true
2025-11-25T03:33:04.870Z,"CEO Fraud Email",229.84.47.246,"44.4268,26.1025","Bucharest","Romania",lisa.anderson@company.com,"-35.2809,149.13","Canberra","Australia",995,POP3S,69,medium,"Phishing Emails",Web Gateway,true
2025-11-26T17:06:29.113Z,"Command Injection Blocked",93.123.220.30,"19.4326,-99.1332","Mexico City","Mexico",200.200.6.3,"-35.2809,149.13","Canberra","Australia",8443,HTTPS-Alt,43,low,"Web Gateway Threats",Splunk,true
2025-11-25T13:02:43.525Z,"Trojan Horse Detected",173.151.124.225,"49.2827,-123.1207","Vancouver","Canada",200.200.8.1,"-12.4634,130.8456","Darwin","Australia",25,SMTP,45,low,"Antivirus Malware",Email Gateway,true
2025-11-25T03:59:46.692Z,"Drive-by Download Prevented",0.203.29.228,"13.7563,100.5018","Bangkok","Thailand",200.200.2.1,"-33.8688,151.2093","Sydney","Australia",443,HTTPS,81,medium,"Web Gateway Threats",Web Gateway,true
2025-11-26T13:43:26.740Z,"Vulnerability Scanning",31.212.109.174,"24.7136,46.6753","Riyadh","Saudi Arabia",200.200.4.2,"-27.4698,153.0251","Brisbane","Australia",143,IMAP,89,medium,"Scanning Activity",Firewall,true
2025-11-27T12:33:17.305Z,"Zero-Day Exploit Attempt",255.17.200.184,"35.1796,129.0756","Busan","South Korea",200.200.8.5,"-12.4634,130.8456","Darwin","Australia",80,HTTP,54,medium,"Infiltration Attempts",Antivirus,true
2025-11-22T13:15:10.288Z,"Service Enumeration Attempt",219.151.237.214,"48.8566,2.3522","Paris","France",200.200.7.2,"-42.8821,147.3272","Hobart","Australia",25,SMTP,29,medium,"Scanning Activity",SIEM,true
2025-11-24T20:27:28.793Z,"Phishing Link Click Detected",159.108.69.246,"50.4501,30.5234","Kiev","Ukraine",200.200.7.3,"-42.8821,147.3272","Hobart","Australia",27017,MongoDB,20,low,"Phishing Emails",Web Gateway,false
2025-11-27T21:51:56.065Z,"C2 Server Communication",159.189.146.77,"40.7128,-74.006","New York","USA",200.200.3.1,"-37.8136,144.9631","Melbourne","Australia",6379,Redis,32,medium,"Botnet Activity",SIEM,true
2025-11-28T03:50:17.482Z,"Credential Harvesting Phish",84.255.228.10,"44.4268,26.1025","Bucharest","Romania",jennifer.martin@company.com,"-12.4634,130.8456","Darwin","Australia",143,IMAP,90,low,"Phishing Emails",EDR,true
2025-11-24T12:52:12.136Z,"CEO Fraud Email",143.202.237.253,"32.0853,34.7818","Tel Aviv","Israel",barbara.lewis@company.com,"-35.2809,149.13","Canberra","Australia",110,POP3,30,medium,"Phishing Emails",EDR,true
2025-11-22T17:15:22.629Z,"Malicious Attachment Email",48.52.98.79,"31.2304,121.4737","Shanghai","China",david.wilson@company.com,"-34.9285,138.6007","Adelaide","Australia",143,IMAP,37,medium,"Phishing Emails",Firewall,true
2025-11-24T22:59:05.525Z,"Banner Grabbing Activity",152.111.237.5,"33.5731,-7.5898","Casablanca","Morocco",200.200.3.3,"-37.8136,144.9631","Melbourne","Australia",5900,VNC,45,medium,"Scanning Activity",Web Gateway,true
2025-11-23T22:16:14.402Z,"Drive-by Download Prevented",65.96.172.238,"25.2048,55.2708","Dubai","UAE",200.200.4.1,"-27.4698,153.0251","Brisbane","Australia",143,IMAP,75,low,"Web Gateway Threats",Antivirus,true
2025-11-22T15:58:03.560Z,"SQL Injection Attempt",120.203.10.79,"41.8781,-87.6298","Chicago","USA",200.200.8.1,"-12.4634,130.8456","Darwin","Australia",443,HTTPS,66,medium,"Infiltration Attempts",Email Gateway,true
2025-11-26T14:29:16.733Z,"Remote Code Execution Try",241.24.156.236,"4.711,-74.0721","Bogota","Colombia",200.200.6.4,"-35.2809,149.13","Canberra","Australia",22,SSH,47,low,"Infiltration Attempts",IDS,false
2025-11-28T23:03:35.651Z,"Port Scan Detected",249.199.214.45,"30.5728,104.0668","Chengdu","China",200.200.8.3,"-12.4634,130.8456","Darwin","Australia",5432,PostgreSQL,76,medium,"Scanning Activity",Firewall,true
2025-11-25T07:50:51.517Z,"Privilege Escalation Detected",85.7.130.150,"53.4808,-2.2426","Manchester","UK",200.200.5.3,"-31.9505,115.8605","Perth","Australia",22,SSH,65,medium,"Infiltration Attempts",Splunk,false
2025-11-28T12:52:31.113Z,"C2 Server Communication",54.237.145.48,"51.5074,-0.1278","London","UK",200.200.4.1,"-27.4698,153.0251","Brisbane","Australia",27017,MongoDB,31,medium,"Botnet Activity",EDR,true
2025-11-28T09:40:31.787Z,"Malicious Attachment Email",19.27.246.32,"51.5074,-0.1278","London","UK",200.200.1.2,"-34.9285,138.6007","Adelaide","Australia",5900,VNC,15,medium,"Phishing Emails",Antivirus,true
2025-11-24T20:18:58.826Z,"Trojan Horse Detected",80.99.73.24,"48.8566,2.3522","Paris","France",200.200.7.4,"-42.8821,147.3272","Hobart","Australia",25,SMTP,60,low,"Antivirus Malware",Antivirus,false
2025-11-24T21:27:54.490Z,"XSS Attack Detected",151.40.86.178,"28.6139,77.209","New Delhi","India",200.200.4.4,"-27.4698,153.0251","Brisbane","Australia",445,SMB,52,medium,"Web Gateway Threats",Email Gateway,true
2025-11-27T16:17:36.478Z,"Malware Distribution Site Blocked",76.232.12.81,"-22.9068,-43.1729","Rio de Janeiro","Brazil",200.200.4.5,"-27.4698,153.0251","Brisbane","Australia",3306,MySQL,27,medium,"Web Gateway Threats",Antivirus,true
2025-11-26T09:48:01.554Z,"Port Scan Detected",213.124.10.36,"22.3193,114.1694","Hong Kong","China",200.200.1.5,"-34.9285,138.6007","Adelaide","Australia",6379,Redis,18,medium,"Scanning Activity",Antivirus,true
2025-11-28T15:36:38.762Z,"Trojan Horse Detected",221.201.7.23,"-22.9068,-43.1729","Rio de Janeiro","Brazil",200.200.6.2,"-35.2809,149.13","Canberra","Australia",3389,RDP,59,medium,"Antivirus Malware",Firewall,true
2025-11-25T05:34:08.391Z,"Apache RCE Vulnerability Exploit",173.120.86.225,"19.076,72.8777","Mumbai","India",200.200.7.5,"-42.8821,147.3272","Hobart","Australia",3389,RDP,10,medium,"Infiltration Attempts",Antivirus,true
2025-11-26T00:01:44.341Z,"Port Scan Detected",201.120.28.53,"39.9042,116.4074","Beijing","China",200.200.2.3,"-33.8688,151.2093","Sydney","Australia",53,DNS,10,low,"Scanning Activity",Web Gateway,true
2025-11-27T23:06:20.055Z,"Malicious Attachment Email",225.244.216.138,"19.4326,-99.1332","Mexico City","Mexico",susan.walker@company.com,"-12.4634,130.8456","Darwin","Australia",995,POP3S,47,medium,"Phishing Emails",EDR,true
2025-11-25T19:52:51.391Z,"SQL Injection Attempt",126.43.54.116,"13.7563,100.5018","Bangkok","Thailand",200.200.1.3,"-34.9285,138.6007","Adelaide","Australia",23,Telnet,37,medium,"Infiltration Attempts",Splunk,true
2025-11-22T11:38:02.018Z,"Zero-Day Exploit Attempt",125.135.28.237,"52.3676,4.9041","Amsterdam","Netherlands",200.200.5.2,"-31.9505,115.8605","Perth","Australia",445,SMB,27,low,"Infiltration Attempts",Email Gateway,true
2025-11-25T17:41:09.648Z,"Bot Infection Attempt",142.237.99.237,"41.8781,-87.6298","Chicago","USA",200.200.4.5,"-27.4698,153.0251","Brisbane","Australia",110,POP3,56,medium,"Botnet Activity",Antivirus,true
2025-11-24T23:57:58.879Z,"Port Scan Detected",181.188.15.98,"52.2297,21.0122","Warsaw","Poland",200.200.2.4,"-33.8688,151.2093","Sydney","Australia",5900,VNC,33,medium,"Scanning Activity",Splunk,true
2025-11-23T12:24:31.311Z,"Port Scan Detected",223.70.223.41,"52.52,13.405","Berlin","Germany",200.200.7.5,"-42.8821,147.3272","Hobart","Australia",1521,Oracle,53,low,"Scanning Activity",SIEM,false
2025-11-24T00:53:44.120Z,"DDoS Bot Command Detected",76.8.162.253,"35.6762,139.6503","Tokyo","Japan",200.200.4.3,"-27.4698,153.0251","Brisbane","Australia",22,SSH,90,medium,"Botnet Activity",SIEM,true
2025-11-25T12:00:54.324Z,"Vulnerability Scanning",84.185.57.56,"24.7136,46.6753","Riyadh","Saudi Arabia",200.200.4.3,"-27.4698,153.0251","Brisbane","Australia",110,POP3,27,medium,"Scanning Activity",Web Gateway,true
2025-11-27T08:03:45.277Z,"Phishing Link Click Detected",227.161.2.46,"25.7617,-80.1918","Miami","USA",linda.harris@company.com,"-31.9505,115.8605","Perth","Australia",25,SMTP,88,medium,"Phishing Emails",Antivirus,false
2025-11-27T17:21:32.095Z,"Malware Distribution Site Blocked",93.104.156.196,"28.6139,77.209","New Delhi","India",200.200.6.5,"-35.2809,149.13","Canberra","Australia",27017,MongoDB,60,low,"Web Gateway Threats",Email Gateway,true
2025-11-27T08:09:00.948Z,"Backdoor Malware Quarantined",190.7.0.238,"37.5665,126.978","Seoul","South Korea",200.200.2.4,"-33.8688,151.2093","Sydney","Australia",27017,MongoDB,36,low,"Antivirus Malware",Email Gateway,true
2025-11-22T11:23:20.465Z,"SQL Injection Attempt",67.234.145.98,"32.6546,51.668","Isfahan","Iran",200.200.3.1,"-37.8136,144.9631","Melbourne","Australia",8080,HTTP-Proxy,30,medium,"Infiltration Attempts",IDS,true
2025-11-23T22:29:35.801Z,"Zero-Day Exploit Attempt",11.153.77.193,"13.7563,100.5018","Bangkok","Thailand",200.200.3.4,"-37.8136,144.9631","Melbourne","Australia",1433,MSSQL,30,low,"Infiltration Attempts",Antivirus,true
2025-11-26T20:55:57.176Z,"Banner Grabbing Activity",72.196.217.93,"39.0392,125.7625","Pyongyang","North Korea",200.200.3.4,"-37.8136,144.9631","Melbourne","Australia",995,POP3S,81,low,"Scanning Activity",Web Gateway,false
2025-11-22T09:42:26.763Z,"Port Scan Detected",129.11.77.231,"39.9042,116.4074","Beijing","China",200.200.4.5,"-27.4698,153.0251","Brisbane","Australia",110,POP3,66,medium,"Scanning Activity",Web Gateway,true
